key,val,randnu
73399,dog,71053389
3584,lio,70569451
31157,hor,74514830
2570,app,32881933
85345,pea,33051007
95622,ban,33151376
49226,app,36287967
4676,app,66976003
32141,lio,60301036
68262,ban,72263716
32806,bal,23209714
48828,ban,68050382
81967,pea,11106413
40820,pea,44263716
33776,cat,27353732
5336,app,6916881
97724,ban,62423990
85273,mic,73194893
41508,mic,56145821
63946,app,58804673
33309,ban,56694709
59437,mic,2697567
5957,dog,47075622
1069,lio,17867698
89869,hor,42465426
7027,bal,76728131
30470,lio,5460558
6194,ban,31784885
85633,app,14109145
10338,dog,51080412
69948,mic,44710721
21210,dog,33643381
80684,hor,66743089
25762,cat,65636763
34098,app,37784596
71121,app,20234064
26249,app,70729778
19701,lio,11039017
924,pea,71711998
7979,hor,3088855
89897,dog,69317228
18383,ban,17858156
12685,bal,71140859
41584,ban,55872065
39351,cat,58261015
42940,bal,44297070
50896,bal,11920014
30142,dog,7194332
44170,dog,49828508
20671,mic,5143834
16561,bal,30947342
98728,lio,2476581
98605,mic,19349990
87991,app,61655505
24377,dog,61073049
45764,mic,32538838
26745,dog,25846111
19808,mic,4750919
72926,pea,28935590
44958,app,21652216
12668,cat,19282532
45811,pea,74146809
20501,ban,52309624
30847,mic,55939734
96761,hor,69581075
94572,cat,17900070
65469,hor,45603334
56690,app,68068814
36964,dog,75641763
14814,cat,52427190
89293,cat,54161245
78721,mic,65310028
68586,bal,22191641
95673,app,30596282
82657,pea,20666572
47842,bal,40961346
76375,dog,54893736
57766,pea,63904069
99155,bal,22549158
50533,lio,35516883
3279,bal,63067748
69971,hor,1710968
53041,pea,4712007
22597,bal,23660881
28754,bal,60580029
66176,cat,62331583
80165,hor,45364409
4969,bal,71509209
82721,cat,17643723
77160,bal,46812387
2803,lio,48386741
7917,app,47130034
5572,hor,74454403
8309,dog,50217764
2838,ban,19675256
83196,bal,59081515
39939,hor,258706
21819,hor,15611900
95807,bal,49441062
90130,lio,18430739
73169,hor,23642248
46892,pea,32841579
27734,lio,24193487
74409,mic,12277098
6770,pea,77441409
29366,app,8336422
30044,pea,51999842
99046,dog,46907068
489,dog,28624190
87211,hor,49391379
97989,dog,45034818
53322,pea,57969225
22100,ban,57849193
86430,pea,56667078
40577,mic,30890556
37590,mic,63965546
23092,pea,46704580
99970,bal,72736577
38634,mic,50160655
18695,mic,52388670
24672,pea,76017749
16393,lio,57601997
95722,dog,43063543
49888,lio,11541421
98933,app,7810360
85696,mic,13033514
3945,hor,72344697
16397,ban,40105933
27165,app,4249471
24141,cat,51603146
10476,app,30488528
64199,dog,47053179
83950,lio,60027847
70028,lio,5246088
49477,dog,19429825
18992,bal,52842381
55026,mic,28997005
66663,pea,75045024
74996,ban,30113245
69423,app,46133744
83746,app,30703767
50968,pea,60861231
2331,ban,29531385
35188,ban,11641507
58475,hor,1947394
7399,app,70297067
14365,pea,7442306
65263,lio,27670459
26984,mic,28163932
34631,app,22495481
77163,app,28097496
54999,cat,70384020
83487,mic,71904091
14239,bal,9776884
19736,bal,35445251
38938,cat,57114276
30587,dog,64309128
17446,ban,21741594
3197,ban,45603573
28010,cat,9170672
39379,dog,34969272
89915,hor,62841334
34961,lio,45198436
92824,dog,69990659
64200,bal,35565055
54249,mic,4519629
61214,ban,36636354
56366,lio,9162056
72768,mic,61434698
490,ban,41619893
50594,hor,22371809
32391,mic,41559456
32275,lio,65294632
37803,cat,74488764
25833,app,78147633
72543,ban,33553950
87406,lio,29042861
66074,dog,58913735
59474,cat,49666893
61421,app,63572464
93907,mic,69781463
18809,lio,63764846
22642,app,65004371
2185,dog,17177484
98319,hor,8919606
35814,cat,72064076
34350,mic,8118825
80864,bal,64571437
40546,cat,47996512
19137,mic,10001436
47852,dog,33334182
777,bal,53215794
33925,hor,63048145
13611,dog,77100409
41909,mic,31997398
37419,app,58735053
21134,hor,53248315
98814,ban,13819068
3313,hor,30087882
89246,lio,11964194
81669,ban,72624099
85317,pea,28887113
32847,mic,72176487
30899,app,67795296
8629,ban,32009641
41631,bal,40489224
66497,pea,66800207
25635,dog,52001815
89707,dog,35343216
36916,pea,28172550
39484,dog,75775524
94397,lio,3258210
27042,dog,33785920
31605,dog,10194565
49343,ban,59216540
64303,ban,62712623
43280,dog,45585834
16320,ban,67046850
87390,pea,76879168
2567,dog,78142079
61977,dog,23615882
41000,mic,21817034
96038,cat,49289328
59281,hor,10824106
69449,mic,76713612
49967,hor,10279774
92084,cat,53243101
75546,mic,43640509
19633,mic,43746331
66712,mic,5120578
21357,hor,31816245
42143,ban,34024380
55602,mic,5771249
51327,app,15472864
15000,lio,58474601
67226,lio,68307428
64826,cat,18576056
2360,hor,10573009
617,dog,661174
5716,app,51915539
11511,ban,77825643
86644,app,22444155
17146,cat,49366656
87705,dog,23411257
22233,bal,11288743
8224,mic,31356516
31764,hor,47771196
29039,lio,63012644
1615,mic,72865383
19276,dog,13189376
34435,app,32569025
10409,hor,23650618
90549,dog,33428279
48395,lio,4220924
40781,lio,3347574
66137,bal,42977191
92400,ban,68659887
27785,mic,33183314
10292,app,60769817
20125,lio,41672480
19427,bal,53540075
77403,pea,42359200
38932,lio,15836808
6434,dog,52923454
96007,mic,52519521
86684,ban,13389162
1602,lio,71112836
96755,pea,77596276
89234,cat,38567687
19710,mic,19859251
33515,hor,19633439
30910,dog,54337397
65457,bal,4410814
49067,cat,8322643
32875,dog,66788724
44661,hor,13394247
67705,ban,56392898
61826,cat,68921615
89630,cat,75593602
84933,dog,28204145
45858,bal,54123653
31980,bal,61894502
29414,bal,57711968
44789,cat,60559086
80075,lio,64061341
54982,lio,2771767
49010,cat,63895395
68308,hor,32468931
91619,pea,41988916
31113,lio,69008201
39587,dog,18915646
46885,app,18345807
74565,mic,2632006
65399,cat,52353451
67084,bal,52285455
89955,app,59490830
87142,mic,33706515
7863,lio,3845020
68418,bal,40482103
48856,hor,58597188
13452,lio,64045967
98258,cat,77246013
54038,hor,56206506
54037,bal,48281226
36029,cat,72682613
45487,app,36095072
46826,lio,29951920
42691,pea,24415269
26758,dog,65397505
49428,ban,32843137
99515,app,5803202
78765,dog,5233646
89982,app,37759559
57674,app,55273170
6542,pea,53970413
81156,pea,60792077
89669,ban,66868875
28462,pea,63754822
48834,ban,52462305
78377,lio,10125377
99130,app,77315455
1858,pea,23644769
75682,lio,62122848
83316,cat,9051828
62907,lio,23914607
36003,pea,73092661
10328,cat,2449462
68754,mic,21898241
82617,app,34466078
26626,pea,23268340
92284,pea,68183250
297,lio,849979
59809,pea,47901657
11067,pea,4385897
22348,dog,65487804
15306,ban,66481459
14538,cat,63101218
38191,app,11872597
67133,ban,59943899
53003,app,61283795
58783,pea,53418266
36312,hor,8954544
7642,hor,13539425
43001,lio,7609257
63043,bal,53642355
27043,hor,19958723
29392,app,58224689
30824,pea,41461777
69704,mic,15100456
28720,mic,68510545
19861,app,35696911
13151,app,70995399
69346,mic,10107225
80314,lio,42411540
19882,pea,55381401
29664,cat,51549672
60221,bal,23750275
83484,app,70119961
13244,ban,20288957
95329,hor,63421069
44251,ban,32605035
46661,ban,12750943
92715,pea,43621029
59955,hor,18740578
48382,pea,30357026
23641,ban,64059827
64641,bal,29647245
7962,mic,40880000
86030,dog,17505692
56702,app,3495595
92030,hor,73977071
89583,lio,71097778
44027,lio,63936651
20715,app,63715659
39584,pea,25958530
61727,app,16293248
19683,mic,51668045
24610,cat,25352070
46406,hor,10815748
92753,ban,4530193
43409,cat,25009383
28775,lio,51004627
89224,mic,23788919
65423,cat,37430667
2485,hor,74246765
95648,bal,13967386
94720,lio,3557511
29451,dog,11957952
57257,cat,57141991
11433,lio,75478566
47450,app,73416388
10312,ban,8755880
14760,hor,14197254
44013,cat,33290547
9256,cat,54346558
29998,mic,63175305
85749,ban,76047506
16899,dog,53635898
68655,app,34468272
51763,mic,39410135
93583,cat,34827113
20547,dog,17599280
58336,cat,68632594
7274,ban,65093149
37825,ban,61103806
50974,bal,31090420
42659,lio,62586309
7756,cat,69808100
66710,cat,9180104
79168,app,76775880
4332,lio,50095471
17451,hor,65545552
47399,cat,2244619
54212,cat,23940366
92606,cat,66111471
95333,cat,34705008
21798,app,14236807
6599,ban,2860918
60210,lio,76708355
35958,bal,64139619
1326,pea,39183459
16919,cat,20244535
3558,app,54608408
39978,bal,17689885
77507,app,51660432
85892,ban,3859866
38004,bal,25028572
58951,cat,70135810
49620,dog,64370878
86633,ban,41570054
65515,app,25003783
47308,hor,55488667
74525,ban,37368198
17761,hor,32240645
75138,bal,53682967
41926,mic,74305383
49123,pea,64902169
59192,dog,28078538
66255,cat,24939846
70525,ban,70473296
88009,bal,8922059
83482,lio,59294454
88524,lio,23057831
75050,mic,62171731
62475,ban,42776541
48734,pea,36580530
61490,ban,20079910
71619,ban,77928939
3025,pea,52038679
88951,cat,61729551
12279,app,43733971
33882,pea,61454845
99605,dog,10775647
97312,bal,9291700
64439,dog,40208217
23409,app,48465646
14920,bal,12010928
66343,pea,47684858
74630,lio,7264200
26010,bal,16691441
18444,cat,43585206
67752,app,76279324
2025,app,5240932
15685,lio,18974116
13692,hor,18768561
43325,lio,862021
60842,hor,58486744
35114,cat,40876794
53206,dog,8209516
33466,mic,19110269
76836,hor,64433590
46743,pea,12623739
98339,lio,51112884
38438,hor,9795803
30734,pea,70912833
40557,bal,70084146
97172,lio,27694121
62278,app,59064747
20306,pea,53791041
75096,ban,5463509
21310,cat,64667185
80745,cat,28692213
8960,dog,55649519
99384,hor,10311687
63936,pea,15388596
32562,pea,478486
29859,hor,5109106
93611,dog,645901
79425,hor,2235444
63363,pea,71999365
31584,dog,68327435
77411,cat,10836014
68576,app,30982766
30018,lio,65800074
15760,pea,2541835
29005,ban,74187701
60354,hor,11427515
29794,lio,67626381
25699,bal,16585004
86455,lio,29917746
78420,cat,71097075
7550,lio,42828556
97446,app,31967184
28472,ban,75080162
53325,pea,74387728
4088,bal,30928469
69910,pea,57002509
67297,bal,17372406
19751,pea,33248687
60799,ban,20191085
29843,pea,13694146
10208,bal,74867228
5297,cat,50536572
83649,hor,57351374
43903,ban,41621008
63595,bal,6169353
57296,hor,1211754
91240,bal,10951975
54593,dog,48730265
62533,ban,72328912
33531,hor,68696225
5034,mic,50912776
94762,bal,39237447
30529,ban,49794282
45545,hor,58560447
43589,cat,37016933
27413,app,8756334
67397,dog,23873662
64523,cat,1975876
27322,dog,67389034
46857,app,72400689
38547,lio,62074080
69893,pea,2372028
60433,pea,31280898
71199,hor,2844933
3056,pea,12458332
94184,hor,24433915
19740,lio,30919119
26940,pea,62279278
13073,ban,19160370
59450,cat,36035268
50428,lio,36488459
14439,mic,31628527
35601,dog,44096835
19287,dog,3838124
25255,pea,66129553
53299,pea,7223331
91055,pea,22618661
66052,lio,72714395
29553,dog,36765667
67175,app,22407649
17496,dog,63847740
25027,app,50463592
66115,ban,73515662
71554,lio,40388170
64406,lio,62631872
99418,mic,54532898
53414,hor,69638879
17288,cat,2175246
19477,hor,37969461
16144,lio,36592280
89194,cat,77613327
33224,bal,78066574
73472,bal,50722781
99263,lio,11610289
13637,bal,73837238
85452,bal,11468051
99669,hor,9711978
86969,pea,62812303
11793,mic,28345853
73208,bal,2448725
4755,lio,14350057
95750,hor,51797769
84618,app,19447384
84833,ban,22450708
72674,mic,46804424
55089,app,7688239
88963,bal,52198577
41636,lio,18538537
86993,mic,39760488
89479,hor,35965945
79292,hor,71736481
63642,ban,63677372
90029,lio,75729307
95351,ban,19216698
54688,pea,73759576
46863,bal,494029
54008,hor,32589239
19635,dog,17453038
29392,ban,63813514
35825,lio,57574617
56498,dog,31188635
58522,mic,46518515
97338,app,24028062
68269,app,75437687
41636,bal,57227101
18407,pea,69946970
18169,pea,13914113
54323,app,51752470
48439,cat,64284788
35333,lio,68167833
32346,hor,71095734
88469,pea,30012650
8206,lio,26959903
54453,dog,75518593
14564,pea,8095963
61435,lio,24204123
2530,cat,10429348
19360,hor,13569037
38382,pea,38293012
52733,mic,41525358
91485,mic,1540293
28890,pea,66937778
254,mic,2714427
6499,app,62994834
91519,app,62267996
72166,mic,33001182
43165,bal,6963314
53588,lio,18116945
72053,pea,27551991
36739,hor,19070643
83895,cat,53589227
40430,hor,38391398
96708,ban,16374240
3560,pea,7547117
55661,hor,76640190
57884,app,30815644
23614,dog,70337261
69058,mic,28303375
46260,app,33537369
80150,app,30194726
60279,app,36621485
78815,ban,36314155
33828,cat,8618742
89898,bal,15307905
72528,bal,73542993
78714,dog,26956236
56872,pea,59145913
1922,dog,1928346
11424,mic,47029705
36941,mic,61612706
66046,pea,25750844
87500,pea,75888434
97701,dog,70520061
39524,mic,4947752
59033,ban,76213353
46792,pea,23582544
8718,ban,32923238
64293,cat,16787210
7125,app,62155216
30281,pea,33829062
79685,mic,6045232
36500,mic,50037131
35968,pea,72285723
71781,cat,75480368
7876,mic,73765597
18978,app,36653370
45757,cat,68011541
45329,app,67819600
61765,ban,18920058
52497,app,2498688
19427,bal,77858213
44104,pea,48179409
62716,cat,33766040
95164,dog,72741096
88202,hor,1040480
99281,bal,11031229
21619,app,49199177
91797,lio,66089443
31772,dog,72456831
41753,pea,63914600
1337,hor,30471439
4783,ban,8175960
93225,bal,791846
32022,dog,17068535
47029,lio,43389529
68154,mic,48768840
64815,hor,21990627
90865,pea,41136675
57188,pea,55271374
16139,cat,27109382
99793,lio,70165396
94870,hor,45625492
99766,hor,61178301
36422,mic,21789229
63747,lio,44895070
98867,cat,73270333
98311,mic,75536572
70134,mic,3213473
47252,lio,40751074
45623,dog,42486376
31443,bal,49731714
71683,app,33279880
91395,pea,52163285
44068,lio,24518249
70912,mic,74382725
70361,dog,37817002
33473,lio,14629768
85735,app,2575318
92962,mic,39153871
33510,bal,28634133
78211,app,65826961
18511,pea,77008197
3072,hor,3903523
86121,app,23196915
79876,mic,41212100
3614,hor,62854829
49989,cat,65206367
78156,bal,32776203
20813,mic,53244684
27972,app,64235011
29160,ban,61556582
93206,ban,36883902
97596,ban,72733474
48533,bal,20707957
35934,pea,36808018
92069,app,24250296
47311,hor,7076261
58497,bal,67274906
26634,app,34255522
85601,hor,51167308
47229,bal,39757855
65916,hor,13421505
37353,pea,32925388
25303,app,59815633
51369,pea,3049781
62796,cat,10560987
96863,dog,6043005
81208,dog,9208993
67794,pea,30227084
22349,lio,60297933
38496,ban,7223275
50651,hor,66766597
30723,bal,10759550
49314,hor,37344346
20689,mic,22560924
98035,pea,71381148
69786,dog,70608631
72385,app,51113561
96991,lio,75112894
99845,mic,13490380
26269,ban,66005021
96120,lio,52019500
39828,pea,28473576
43769,bal,45136719
66278,dog,54932754
89055,cat,45864650
40712,hor,46007334
29384,hor,67259233
44953,hor,55954000
31774,pea,18878414
91445,hor,33651390
6545,dog,54763818
17606,bal,41188393
79713,lio,69907529
88479,pea,31381462
72747,lio,29174957
18561,cat,10257388
414,bal,37394920
29792,app,2061396
8455,hor,28146818
55165,pea,17042700
94092,dog,68594778
54286,lio,20772244
95905,pea,75324929
27851,app,58994341
72235,pea,2625628
42692,cat,75168800
45202,mic,46163258
77404,mic,16898968
36781,bal,69228049
67607,hor,65860931
46625,ban,78041334
38920,dog,60674208
17417,cat,45575719
42568,mic,36697465
26288,mic,43141196
86231,dog,1073575
98556,cat,51011320
18292,hor,51933072
28206,ban,64298708
46249,cat,668344
66014,app,41626502
80119,hor,33842505
95254,pea,62840498
53108,ban,15944407
21281,ban,69360028
68805,cat,69040103
93068,pea,27106893
62673,app,62752621
48793,app,27215553
79292,lio,19607699
83314,cat,62270315
67557,hor,10823337
34340,app,33393099
49032,lio,56974496
33991,lio,39022419
2886,pea,23104439
49790,cat,17399077
4666,cat,69437430
28298,dog,49823103
62462,hor,1102231
86643,dog,40469182
39022,hor,71361019
89564,mic,45075204
5642,ban,46726611
88342,hor,46484337
50255,pea,62936960
94722,mic,9908705
61431,bal,43974031
61281,lio,37252123
60231,app,37609415
76200,pea,45176111
14990,app,55918690
26040,pea,57875948
54662,dog,71277451
8045,bal,70958793
87023,app,26874670
11526,lio,59057051
75301,mic,29760456
41338,app,58436635
1923,cat,24252073
25910,cat,40529322
12095,pea,47857949
2908,pea,53490884
48476,lio,21643274
27864,cat,7466849
32112,ban,67726815
67409,hor,29780707
19476,ban,20115862
6515,ban,12907375
86608,app,70200219
25361,dog,21092141
68602,hor,55366823
73317,cat,1499808
71376,dog,44960609
84640,dog,52705917
97094,bal,51555336
97924,app,54864420
37414,app,47173602
73846,dog,38160313
50978,ban,28089170
22166,dog,5914640
12260,app,19106720
73107,mic,14745977
75660,bal,33832248
76704,bal,72847844
15497,cat,31817876
70467,pea,66073180
37202,pea,17927095
26633,ban,15981923
38942,pea,65735160
40649,bal,73507307
94194,hor,9816898
34342,mic,52103429
33380,mic,50982615
81100,app,33002120
63163,mic,5005756
78317,dog,51490889
80345,lio,13416238
68430,lio,51315836
14219,ban,45995475
72042,lio,72654444
36731,lio,48086619
9783,cat,67451045
99773,pea,48759494
36224,app,56916179
79134,app,73232894
47188,hor,29835133
19367,dog,45065113
86638,mic,72858187
17840,dog,40765658
82310,cat,69887958
88516,dog,14065216
15004,hor,49697901
92276,mic,31094087
81617,ban,64886968
68613,pea,72057412
60202,mic,22298034
30336,ban,12407615
59249,app,9241291
72496,dog,9811682
44215,lio,43149601
63133,app,60922464
38038,cat,10403261
78613,app,50497343
6889,dog,27875402
26995,dog,54452796
31776,cat,77676175
32448,pea,59743334
23030,lio,29435956
87897,cat,39258316
70608,hor,71432487
77849,bal,7488413
40877,bal,70481293
27644,dog,76430249
75784,pea,54987214
87661,hor,818168
99638,mic,45895489
64124,app,18323991
70440,pea,54906874
48373,lio,46253475
45017,lio,45743313
51437,mic,8856329
86538,ban,50231302
13681,lio,17479458
91621,lio,58552175
38909,mic,21024630
15443,mic,13359654
31237,hor,22162438
73480,mic,17873699
27383,dog,72933716
14878,bal,26376116
17775,lio,76648635
51173,mic,32289824
87207,pea,73547540
13068,pea,58970002
11363,app,68631486
96683,cat,8221953
91853,mic,61764235
26009,cat,69971163
9265,dog,13322893
29920,hor,991039
13093,lio,73658956
68970,lio,42996048
57988,ban,66444829
82985,app,77180145
8592,hor,56618288
6041,dog,38126019
41622,lio,60892686
79012,hor,26714931
80793,bal,43016039
82437,dog,41029106
59874,hor,42746709
54943,bal,69610087
69024,lio,42625673
49094,mic,35408840
69181,pea,15201554
1138,mic,63551090
32659,bal,24802559
61656,bal,24275181
61796,pea,69915005
99515,pea,77323561
56558,lio,70682724
13513,dog,45966100
41858,pea,6856629
71219,dog,44155403
22246,cat,41956299
45745,bal,71383701
55535,cat,20311232
69744,bal,53570444
47675,cat,51448221
87455,dog,70064867
41883,ban,27138291
91197,dog,55202868
80062,dog,35715260
67497,pea,61479661
81346,cat,4720186
35024,cat,56194912
61560,mic,52729554
88927,app,58890992
48332,cat,49684869
26175,cat,43083015
14435,app,58146892
8936,lio,15774222
77175,bal,24453529
6138,cat,68893762
69284,app,5306794
74705,lio,14194341
64143,dog,72688
12809,bal,65344751
61689,hor,16000360
19330,bal,68523515
43963,lio,35223333
76540,ban,72888750
36540,cat,21792857
70654,pea,43577281
57539,pea,47947645
81878,hor,68759025
90197,lio,35947137
44996,mic,10681626
88107,pea,44233352
75062,cat,23363016
61665,cat,41050052
11907,ban,71163702
66680,dog,38792427
79615,mic,52732102
87694,app,38383691
32587,dog,32559277
61769,pea,52262069
48938,dog,49528626
84395,dog,45292610
97604,ban,977360
98050,bal,35858907
69744,pea,63251749
44927,mic,37840333
93221,cat,28219892
61332,cat,22183571
10976,ban,18384728
22623,cat,40970793
97144,mic,28833565
72366,ban,30237556
99565,cat,29574945
69263,app,31811489
5951,mic,43180071
66975,pea,52345135
35063,dog,13179640
65625,mic,6149417
60404,app,67448711
68154,dog,1758865
99856,lio,75523102
34990,lio,31033602
48251,hor,59659925
29032,app,7730149
36382,pea,54565173
60186,ban,2977602
29364,cat,27986548
18431,pea,11400541
12772,dog,16579859
83783,pea,76153534
95584,lio,27315484
35331,dog,32221879
21061,app,47850859
16824,mic,626305
65624,mic,30228591
25840,pea,4904594
40531,dog,58419108
26017,cat,51533668
42806,bal,76761707
83915,dog,13455795
33680,ban,47876819
84771,lio,54329633
94007,app,71722932
47316,ban,47261338
94446,ban,54818279
84517,mic,26113405
44770,bal,63298446
47277,lio,56228946
50424,ban,73408248
83975,pea,26714734
10845,hor,30536326
30357,ban,66781821
33799,mic,60486718
86468,hor,3884301
40712,bal,12223505
92872,pea,69190132
81349,app,36040234
41728,ban,12190840
73934,pea,20399171
32497,cat,36231983
32494,cat,53475106
82832,hor,34275667
81736,bal,65141246
4153,pea,7726180
73188,ban,74246830
94015,mic,41486776
97767,cat,72171873
14904,pea,3718024
6041,mic,47530443
69496,lio,56918464
22970,app,34902510
78394,cat,26459680
58731,pea,43918893
83376,cat,1516524
46540,ban,58673924
56025,ban,71803751
39073,lio,41276703
12578,bal,13685427
89597,dog,24756668
15528,pea,12595420
48486,dog,21882717
86948,mic,72472350
32250,pea,17066865
14651,pea,56792121
9506,lio,38950403
17994,lio,30441066
12326,hor,17049792
99514,bal,72806891
60058,bal,41958891
416,ban,7553121
21903,pea,63242388
65459,bal,51702700
78513,pea,61066571
84370,bal,71778950
44874,mic,68430758
98545,hor,64981303
39273,bal,52559901
38414,mic,16975851
63275,lio,75744328
90004,bal,27396756
80030,mic,63033593
29156,bal,53653684
35365,bal,39008530
24714,bal,1017132
15537,cat,43796842
14683,ban,19642461
1745,app,58533983
32978,hor,21568500
63814,hor,67480181
64071,app,35317063
59030,app,6922263
50739,ban,56270006
71445,cat,67888492
65271,dog,41402416
36662,dog,2509554
8124,pea,66681450
77526,ban,8241034
15220,dog,21235726
40871,cat,37918712
98204,pea,45127419
64921,dog,44622897
11763,pea,4072700
63650,ban,58413019
6673,bal,51117720
148,hor,5590490
36165,ban,56618934
98575,pea,37412377
57605,pea,71505330
60563,bal,55453654
53193,ban,70407295
61873,lio,26101689
39856,app,24909044
71563,bal,24335634
10215,dog,24023619
6339,cat,19494241
95403,mic,2839594
66122,hor,34117784
60853,ban,68398868
47465,cat,256993
92847,bal,27455835
90923,hor,44818059
83946,bal,19259443
49904,lio,21742577
89555,app,61664062
29529,lio,4969762
33675,cat,17453390
91441,dog,45430360
81165,mic,24908808
2881,cat,73652661
86414,dog,59497302
50677,cat,31977910
11937,hor,12503482
10495,bal,36209491
63243,cat,23506685
93333,bal,40623670
54328,lio,71437937
18973,hor,13695000
40543,cat,21338873
80734,dog,35380226
29793,hor,6445310
46100,dog,10463039
18533,app,42366111
66724,ban,56777072
16949,hor,17508052
63299,cat,20642213
60560,ban,12965965
68228,pea,52242380
66678,ban,19521328
17759,lio,66606447
58264,ban,11894747
67344,hor,25742963
53304,dog,20848361
52676,pea,68429031
91826,ban,51286879
67893,app,63707637
19083,app,72338650
1948,ban,12340105
2901,app,44385438
33161,pea,33457894
95276,dog,11530803
51445,dog,31556564
1544,app,59956327
67802,cat,55770005
23070,lio,72830523
23519,app,47003522
53004,ban,59121505
73454,pea,29564940
971,pea,25286500
55037,dog,12449587
35634,ban,71566119
51048,ban,56277550
32903,hor,54108510
82559,bal,31823209
74712,dog,78075361
83101,pea,54409297
74650,dog,53807443
87150,ban,11529422
45534,cat,76032941
79611,bal,37000643
35608,bal,30396238
36997,hor,44120666
97313,hor,75666830
35147,mic,17294632
83626,lio,75013980
56539,pea,75116958
89504,mic,39909087
30614,mic,38153762
31898,dog,13055212
31573,ban,63813049
88730,bal,26921076
98292,cat,28843326
53907,pea,2466368
10035,ban,70987346
96377,pea,11096220
89155,hor,74095697
18194,app,21836268
88393,pea,71056744
10577,bal,37232800
12901,pea,27419377
81598,pea,23944100
54768,bal,43512927
53080,pea,17841979
80143,ban,23201315
38052,hor,50067730
33509,app,15767277
8437,pea,48111247
47221,ban,51536827
48696,dog,37653952
30629,ban,4250631
52133,cat,72842665
36627,mic,67589896
52615,lio,12280472
5148,dog,47818498
61317,bal,59566706
28738,mic,48825540
76846,dog,16066011
94142,hor,688129
12207,hor,25089466
55702,dog,58716895
42495,lio,60249102
94853,hor,35093632
33978,cat,23211770
19141,hor,20197722
96570,hor,67565937
62969,bal,20246257
67808,pea,39019485
51356,dog,58921491
81427,mic,14548237
29585,app,34897431
11633,lio,24202568
8373,hor,73985457
79887,bal,34683546
1711,bal,37873680
18224,ban,14877644
24264,cat,46205247
68359,dog,24662115
52015,hor,57890165
55171,cat,15026426
52645,mic,41443881
4558,pea,12923160
90457,dog,16539339
202,mic,23606475
62641,cat,20024615
67554,cat,41171614
68282,pea,24019155
4147,app,7285320
69853,cat,73923319
19882,app,23573068
47212,app,38999582
65579,mic,39391538
10077,app,19612363
79644,ban,56578732
76124,ban,60102306
68891,app,56713955
96658,mic,37233241
1233,mic,70729888
19591,bal,43827558
9694,dog,53401774
57751,mic,69916109
89823,bal,71453889
7378,cat,42163308
55408,pea,3496325
60256,ban,3337849
25245,dog,47326315
54420,ban,29574421
8387,ban,10695122
15964,ban,77924343
94097,cat,57615073
79761,hor,38923106
90929,app,39121993
78410,ban,71462315
78635,pea,23486989
5937,app,51049344
4510,app,69801420
21748,bal,29794951
74019,dog,28615994
69222,mic,58957072
1380,bal,73736273
75533,cat,61744686
6821,hor,61372010
87050,pea,66508841
46878,hor,26065931
54320,dog,54800792
49613,pea,41432428
72529,mic,59280253
37987,hor,27404925
95942,bal,38158060
74517,ban,47823153
96070,cat,76975883
49803,bal,73457177
41567,bal,50446827
31001,ban,73964435
11361,bal,50410711
4511,pea,77331295
64486,ban,61394500
39336,bal,10724604
43745,lio,12676472
25514,app,68959063
71081,hor,41035961
64245,cat,43456878
92630,cat,20998418
86532,pea,10410438
63081,app,30192411
17240,hor,72026113
41809,app,61402685
36917,bal,4988662
41057,mic,71909802
47502,app,48317514
57504,mic,48610042
64203,hor,36376465
61439,dog,49940618
69520,pea,42574439
47751,bal,30589131
29669,dog,47795799
99873,lio,65040155
32527,bal,2703390
67980,dog,43452248
91068,cat,52779946
44400,mic,72897646
30928,ban,32072253
99914,bal,54007658
57961,lio,127593
13394,cat,20559532
61733,mic,60302933
38047,cat,47652032
87709,ban,75277107
261,dog,31278316
55032,lio,39944166
41000,dog,61610475
75660,bal,44843692
36670,lio,76357868
80958,ban,31307965
33274,bal,6283422
27227,dog,32197400
8645,dog,14418609
8880,app,58020390
98214,mic,38919298
46937,cat,22374671
70552,cat,32496766
27257,app,38066168
28613,pea,41301781
15775,pea,36832183
40865,cat,49488638
76393,app,31133315
94423,mic,20014746
94819,cat,48300474
65862,ban,13909100
63966,mic,49200350
82249,hor,72723819
95921,ban,43295211
62824,dog,29723936
63197,dog,487614
95299,pea,26709444
74669,dog,55326003
53151,pea,23081468
21281,cat,33700149
82381,bal,32638754
20850,cat,43862207
13576,ban,4040491
35717,app,15963970
30011,mic,24280412
86418,lio,71318697
38387,lio,71697749
32529,ban,73308922
49509,dog,70463297
77980,cat,61622559
99122,ban,69822312
96077,bal,33958270
75715,pea,26423386
85779,app,22277173
29358,ban,47049924
55131,ban,14673204
28315,pea,46372079
12115,pea,32422394
10384,lio,22329236
24963,ban,5460395
81370,lio,44486361
42722,mic,19588244
99713,mic,38310528
41999,lio,74895247
55750,cat,52855141
68571,bal,51186281
64411,cat,13624751
68194,lio,30593505
9982,cat,67604732
78490,app,19822856
30937,ban,56775645
14193,mic,59738358
230,cat,76158043
21837,ban,64255064
72951,bal,26326893
43393,cat,1916620
58228,lio,12795748
39555,dog,44531260
19351,dog,49139288
55396,ban,72042910
97961,ban,17433310
68289,lio,4398909
24646,pea,41085420
44404,mic,53842852
69643,cat,52834321
50920,dog,32465134
56010,mic,48698430
60663,bal,48169289
40369,pea,75741220
97519,lio,64098921
42228,cat,16713282
44597,bal,13656489
